label	id
negative	1199669455728582657
positive	1220905513904431106
neutral	1226240562115891200
negative	1148154268383436800
negative	1221579422307733505
neutral	1223488570691915781
positive	1228387226234519565
negative	1204923073021063169
positive	1149981722064445440
negative	1228229958067089410
neutral	1228525166440964097
neutral	1203268948550139905
neutral	1221937555941339136
negative	1230744231548833794
positive	1230122345257369600
negative	1089874611494404096
neutral	1106272040057745419
negative	1165358463935025152
positive	1137115751796617217
positive	1209889725076525056
neutral	1232425086910640128
negative	1114111233047900160
neutral	1166240438136770565
neutral	1150945241278623744
negative	1224438266427932673
negative	1223006629534339081
positive	1228226903355490308
positive	1231554659258683392
neutral	1224164732455870464
negative	1230249875784159232
positive	1222967588059320320
positive	1228726731906977792
negative	1229495912298401792
negative	1226241372677722113
neutral	1228248462036230145
neutral	1182479528628752384
negative	1228005373639966720
neutral	1164063912477822976
negative	1228287774480007169
neutral	1222576116180885504
negative	1164909386399133696
negative	1223543387535659008
positive	1227496302809767938
neutral	1137548277652418560
positive	1166163946677649409
neutral	1223148153798443008
neutral	1184657559338262530
negative	1222918327531495424
neutral	1134256172284801024
negative	1223454287994531840
negative	1224135709927194625
negative	1223584326794780675
positive	1229394908059926528
negative	1221381284729184257
negative	1222536971639111680
positive	1224094691848794117
neutral	1130606851232452608
negative	1224729900424163328
neutral	1162177910205231115
neutral	1189907150245679104
neutral	1230589196865167360
negative	1145316254703661057
neutral	1225215102451929089
negative	1221501911368470528
positive	1221799727680905222
neutral	1205079658867224577
positive	1229099699082342401
neutral	1109853019783553025
neutral	1164909500735860736
negative	1223576421207105536
neutral	1142555034883727360
negative	1230756620872773632
positive	1226001365182251008
neutral	1206653986872451072
negative	1227583631742382082
neutral	1216893862020435968
positive	1170101365663772674
neutral	1222209350787379201
positive	1226460794616872963
positive	1198769966125912070
negative	1158149990449065984
neutral	1226424514357100544
neutral	1228535822275817473
positive	1197280363380387842
neutral	1223207608024104960
neutral	1174394470898569216
negative	1222236205237932032
neutral	1232420619058327555
neutral	1231072381097017344
neutral	1225495042715979776
positive	1168553419994329089
neutral	1154614485421834240
neutral	1226236558782730240
neutral	1172095534699622402
positive	1174129221708500992
negative	1225074517439123457
positive	1210062853522128898
negative	1230677397277528064
negative	1165057413038428160
positive	1180915993167556609
neutral	1209279747169177600
negative	1230768099072208899
neutral	1228141973095305217
neutral	1186697051712688128
neutral	1132794113672265728
negative	1201523199789408260
neutral	1156601947870375936
neutral	1090648841177702400
negative	1221889585879212032
neutral	1101615936229003270
positive	1134912531263188992
neutral	1221935185840758785
positive	1221309052430368769
neutral	1157978451887960064
positive	1224057957739978752
neutral	1232688361137065984
neutral	1221540232354521089
neutral	1157125916016836613
positive	1224074462171029504
negative	1108923797187514368
positive	1225486852939026432
negative	1223562937362780161
negative	1221889500584038400
positive	1135625877344071680
negative	1117899544677605376
neutral	1089951653468327936
positive	1225017622699347968
neutral	1125941300518432771
neutral	1128310675510575110
negative	1136053088295563265
negative	1221614260360400896
negative	1229831817290821635
positive	1229546970232115208
negative	1226274985385304065
positive	1223740707258630144
negative	1222594508996726785
negative	1223168079800102912
negative	1196531848177950730
positive	1226905068802322432
negative	1172843298865778689
negative	1147106614358564871
neutral	1199643245560643584
negative	1230658598705016832
negative	1226041905525510144
positive	1224093035031670785
positive	1186044934584852480
negative	1229183972086886400
neutral	1220785750985175040
negative	1230719114743709699
negative	1227693290637660161
neutral	1221875384343392256
positive	1230908150104064001
negative	1223865354146996224
negative	1223619903699275776
negative	1221940184188620802
positive	1224079913185169411
neutral	1174326141361913856
negative	1223303116583587840
neutral	1223290746700062720
negative	1228757578835988480
positive	1120316201857683456
negative	1221877206433050631
neutral	1229737077685665793
positive	1224088903126257665
negative	1174808901772042240
neutral	1224381484087201800
negative	1226300223561109504
positive	1221608987554009088
neutral	1124267027001221120
negative	1226529175160467457
neutral	1221538639383072774
neutral	1221615846751031298
negative	1223279512667992065
positive	1221889974800285697
neutral	1222541384101425153
positive	1223135777674158081
neutral	1231712431052857344
positive	1223893830384148480
negative	1163382648779112449
neutral	1225658786930577415
positive	1221259606900531200
negative	1233002067783847936
negative	1159439633173929984
neutral	1114586312978259970
neutral	1131364955222085632
negative	1226881049201979392
neutral	1228712023489466368
positive	1229572702056267776
negative	1222654869250723840
neutral	1103364720394948610
negative	1180794818949271552
neutral	1194346854403710978
negative	1226770422927986688
neutral	1090679502211039232
neutral	1127249625298153473
positive	1223541258326630400
negative	1221615567565508609
negative	1125376138921021440
neutral	1221947916652290054
positive	1224068531655991297
positive	1120522188589862913
negative	1150416784039845888
neutral	1227344965967085568
neutral	1226901164291231744
negative	1222534073014542338
neutral	1179081793322016772
neutral	1221890513369956352
neutral	1167486271977119747
neutral	1223695145994014720
neutral	1199005304886845440
negative	1231653069634576384
neutral	1133847857172307968
neutral	1221918539159953408
negative	1225065311453548551
neutral	1221889484599500802
negative	1222775682834419712
negative	1231639866959491074
neutral	1162483469274009605
negative	1171058875220541441
neutral	1159923131944849409
neutral	1222632598255489024
neutral	1225848491710308353
neutral	1193791042585268225
negative	1221902380695982081
neutral	1145766311794040834
neutral	1221607273648226304
negative	1221951197885628416
negative	1090786742242824192
neutral	1226215367414075392
positive	1223990798263312384
neutral	1170845476482158592
positive	1229790748641386496
negative	1221605705045725184
negative	1221941924711620608
neutral	1226295531271532544
positive	1227951091989569536
neutral	1221605557733330944
positive	1228546909326970881
negative	1228890364116897792
negative	1230334469896392704
neutral	1230669011345534978
neutral	1198952343233908736
neutral	1165318336877494273
neutral	1092990127746572289
neutral	1222379958191972353
neutral	1139201713427111937
neutral	1211697579018399744
neutral	1221401071987326976
neutral	1129556576522690560
positive	1128487029082402816
positive	1158182382622502912
neutral	1232357987592749056
positive	1123271462452961283
positive	1225682795562844163
negative	1222293918894764032
positive	1223814240643047424
neutral	1140410714152214529
positive	1163018184342904832
neutral	1204662849944969217
neutral	1232280693599764482
neutral	1230516736438493185
negative	1223314894696648707
negative	1229715463808126976
negative	1226663782342123520
negative	1226330276101545984
negative	1103718078980997121
neutral	1226264360651112448
negative	1221947114407825408
negative	1223595478773837825
neutral	1230866673676234753
neutral	1228555456521461760
positive	1221948925583613958
neutral	1142497249731076096
positive	1222618910505209856
positive	1090023310514110464
positive	1228382671203520512
neutral	1149776644049002496
negative	1222216858260119553
positive	1222601760918798336
negative	1224173378560413697
neutral	1223280512095150081
neutral	1229787930866176002
positive	1227986462810857473
neutral	1229071105522098180
positive	1147965549206482944
negative	1113532385298194432
positive	1089923939080589315
positive	1228112820845367298
neutral	1232780164456734725
neutral	1223896673451155459
neutral	1151814414565351424
neutral	1145968285625782274
positive	1204762762519490566
negative	1223606649363091457
neutral	1147911224287531015
positive	1228386006535147522
neutral	1226574364772007936
positive	1221513450783899648
neutral	1200013905285783552
neutral	1230521658441715717
negative	1147376349981630464
neutral	1229493116287291395
neutral	1175092055007272960
neutral	1104513182201188353
negative	1223569219515830273
neutral	1199425926024630273
neutral	1225832336308101120
negative	1169264824133373952
neutral	1231965254910795777
neutral	1223736784040923136
positive	1228439044918579208
neutral	1227161369251897344
negative	1221430031462871040
neutral	1205650239438434305
negative	1221997200479096832
negative	1220976735044407296
neutral	1161616376857014273
neutral	1174195665288736768
neutral	1223803978481389571
neutral	1227999430139207682
negative	1223865354146996224
positive	1147532992811819009
neutral	1104187886893699077
neutral	1190067129728618498
neutral	1156218986721419264
neutral	1104906882869673984
negative	1224397634233868290
positive	1223621249445830657
positive	1224000075556220928
negative	1222986759417614336
negative	1225062064009420803
neutral	1141182256658014208
neutral	1221930380627972096
positive	1224081908180705280
neutral	1233012652772864002
neutral	1165519990847655936
negative	1229949744186822659
neutral	1209101061002321920
negative	1226691005065433093
neutral	1200146855469957120
negative	1124835262536699904
neutral	1221782776199860225
positive	1224117615678849024
negative	1229898703831523329
neutral	1221889315195752448
neutral	1114359531776172037
neutral	1191941077646876672
negative	1221383610391056384
positive	1224097144208023553
positive	1221846375035367428
negative	1231231700744712192
neutral	1147704076056039425
negative	1225610721158778882
negative	1222629348575973376
neutral	1223288936606375937
negative	1230073579838066688
negative	1143599810903076864
neutral	1185254315683807232
neutral	1182051939741306882
negative	1229482227429466112
negative	1209856879121166336
negative	1224075568385228801
neutral	1228088198732996610
negative	1223324984900079616
negative	1230567059282677760
negative	1130866163783806981
neutral	1230862281610674177
negative	1228846308724592642
positive	1228092110160695301
negative	1181029641743548417
positive	1223029287844040704
neutral	1227776095669321729
negative	1150128665684008960
negative	1221919564398653440
neutral	1222140145492791297
neutral	1231109551614615552
neutral	1225803121252806656
neutral	1224505415993397248
negative	1141929945972772869
positive	1224077049637277697
negative	1226807276016676864
negative	1222330077775630337
neutral	1229495716235661314
negative	1092092881521856514
neutral	1096148250665644034
negative	1226884209958100992
negative	1223569215673729025
positive	1149800527410151424
positive	1223387472173793281
neutral	1206835185116962816
positive	1145124579192406017
neutral	1223465759596339201
negative	1221947661013671936
neutral	1119024523876143110
positive	1221611095846268928
positive	1224129827789328384
negative	1152028910864912384
neutral	1176205847963344897
neutral	1109823861149917184
positive	1222265705409761286
neutral	1137833880264806402
neutral	1091915517886115840
negative	1226689923400511490
neutral	1173775860215754756
neutral	1228495936822923269
neutral	1222283969292656640
positive	1142624481027993600
positive	1226617265187106816
negative	1190066770788225025
neutral	1222746221565153281
negative	1223308768961646592
negative	1101956975745736706
negative	1223236894374289409
positive	1221519177317523459
neutral	1223787469663035393
neutral	1174507692045602816
negative	1223010488432414720
negative	1231096279654002688
neutral	1190250030474702850
neutral	1223534969894719489
negative	1230194096884633603
negative	1231866606424338433
neutral	1230850547382652928
neutral	1089891401930809345
neutral	1154127614140772353
neutral	1102692536898998277
positive	1144980198728839168
positive	1228347572437311497
negative	1154172292068454401
negative	1230275135988363264
positive	1102702804202864642
negative	1223804618146230272
neutral	1227833760818679808
positive	1166557631525183489
negative	1190565446065491968
neutral	1223180483133169665
positive	1221202919296524296
positive	1142430401589403650
negative	1227033667962200066
positive	1230682736890806272
neutral	1230198541915770880
positive	1221963610802417664
neutral	1223367845590945792
neutral	1224130503655264257
positive	1223496701031305221
positive	1223843968896552960
neutral	1223817680941211648
positive	1229087648133918729
positive	1228105621230108674
neutral	1229422886613479424
negative	1228459578783916032
neutral	1230541795836284928
positive	1111329163175170049
negative	1220893378470195200
negative	1195627953515839488
negative	1145076193424805890
neutral	1147478900697706496
negative	1168009884786315264
neutral	1142149081743155205
positive	1229286877355638784
neutral	1221948775792406529
positive	1228604700783599616
negative	1223037842214928384
positive	1229421456087343106
negative	1231295907989270529
positive	1224383669286010881
negative	1225509280876507138
neutral	1231506340276772864
negative	1225439914633891840
neutral	1232355015668490241
negative	1195407657089347584
positive	1226278742584168449
neutral	1223267669580898305
negative	1231733698711695362
neutral	1230027877669855232
positive	1223213720806936576
neutral	1207612204301737984
neutral	1090757202137235457
negative	1168194907028283392
negative	1222239319496089600
negative	1165885716741554176
positive	1230821530625564673
neutral	1223886780023427072
neutral	1229502417642885122
neutral	1231696883170652162
neutral	1229497456527736832
neutral	1221614931113664514
negative	1226249607870648322
negative	1183996838904360960
neutral	1160182348627042309
negative	1226833507365855238
neutral	1231394722607964161
negative	1222728784006172674
negative	1226515520163368962
neutral	1154025353288900608
negative	1223562738523418624
negative	1221683742235942913
negative	1230679429405401088
positive	1193321406219587585
neutral	1227986479709933569
neutral	1223226565728907267
positive	1230056448727666689
negative	1223519819359838209
neutral	1232168244284416001
neutral	1229405453450272769
negative	1221950049464258560
positive	1224079913185169411
negative	1232069368529506305
positive	1157768434282713094
neutral	1229769125754392577
neutral	1130185114397413377
neutral	1185285438220713984
neutral	1223259524884246528
negative	1224127922820321286
neutral	1223335861305139201
positive	1146456488594104320
neutral	1103496046200659969
neutral	1228100244694417408
negative	1222629348575973376
negative	1196000748259008514
neutral	1199044391228166146
neutral	1130264076108668929
negative	1223600052792373248
positive	1224141477959413761
neutral	1229905715747266565
neutral	1188024839480791040
negative	1222660824868716550
neutral	1148541651767496705
positive	1226334063880880128
neutral	1221331913618677765
positive	1233420895932297217
negative	1108684688363786242
neutral	1228976314557833216
negative	1223605958288560128
neutral	1145693506868039680
positive	1128438312623124481
positive	1131432361881681920
neutral	1144080356729118721
neutral	1223614899034652673
negative	1155625987759120384
neutral	1146001996522164225
neutral	1228449350847803393
positive	1128991033616949248
neutral	1221920483752452097
negative	1223591833537658881
negative	1102964224580567045
neutral	1158623930313269248
negative	1223589086843359232
neutral	1221951612345896961
positive	1229496666434260993
negative	1223463195651661824
negative	1223580191932534784
neutral	1226675906296631296
neutral	1161919091696754688
positive	1229726351709626368
positive	1227974296607371266
positive	1208697850219171841
neutral	1231617393627037696
negative	1221501911368470528
positive	1223520288035475456
neutral	1224078201845977088
neutral	1221925300071628800
neutral	1151532875860369408
neutral	1221616765953871872
positive	1170031111562518528
negative	1223562437137522690
positive	1224095485234946049
negative	1221947405727199232
neutral	1221885473360109575
positive	1135685440273600513
neutral	1222376146374995968
positive	1223638641962037250
positive	1224111516212838400
positive	1223091577419071488
positive	1110417858402623489
positive	1186102224797216769
neutral	1200036134425894912
neutral	1222906670990315532
neutral	1184549396853252096
negative	1226313117929361408
positive	1231136262217707520
neutral	1109390147974582272
positive	1127323374466691072
positive	1229567233204072449
negative	1223044246191538176
neutral	1226580209391955969
negative	1222924866224967680
positive	1210705064391794689
neutral	1231946012647993345
positive	1223767033248014336
neutral	1229196023127511040
positive	1228778015024349190
neutral	1198265907568529408
neutral	1124866304987607040
negative	1229128208441888768
neutral	1225842872425074688
neutral	1223766721120624642
neutral	1088610189522231296
negative	1195828895465066496
negative	1189625485124354048
neutral	1128112083634147328
neutral	1140647599592148992
negative	1231895547533053952
positive	1232947551843864576
positive	1093526396574457857
neutral	1124672389416144905
negative	1225837166841995267
neutral	1127803637869072384
neutral	1224433957002866688
negative	1224136826098790400
positive	1226053581712719873
neutral	1225589515256905728
neutral	1221936845476388864
negative	1223513180292493312
positive	1222994433563668505
positive	1131658640102813696
negative	1159559993575821313
neutral	1122136588589457410
neutral	1226907814712483844
positive	1228459659033444352
neutral	1230335210568310784
positive	1226200713207914498
neutral	1126892799318794240
positive	1224404696674205697
neutral	1223692614295281665
neutral	1223338763142778881
positive	1127808328267071488
neutral	1105942401116524545
neutral	1130147453615759360
neutral	1134549803499741184
positive	1232979122508500992
positive	1223760214408814594
neutral	1222260710119485444
negative	1232950308789084161
negative	1210805764815638528
neutral	1221607541286809603
positive	1224090556487303176
neutral	1158196341312352257
negative	1231547141132292097
negative	1222281758953103360
negative	1223493029912334337
negative	1222714566301421568
positive	1231659212863950854
negative	1170423604518850561
negative	1198318642485706752
neutral	1168106873620434944
neutral	1211864972357013504
negative	1104663866208735232
positive	1224417926691737600
positive	1206305440293965824
neutral	1211568847708311552
negative	1140688741956227073
neutral	1222501506865410048
neutral	1221756495328616448
negative	1192974168226226176
negative	1229725188058734592
neutral	1221615386086559744
positive	1121078751608090625
neutral	1092601219783294981
negative	1222617405962190854
positive	1194869905440399360
positive	1228259667857608704
negative	1138084590961209344
neutral	1142008252986789888
neutral	1226006178133676033
neutral	1232532294474190848
negative	1221614229834420226
negative	1223570062633816065
negative	1223631713798098944
neutral	1186250811665457152
positive	1223478707953815553
positive	1221012857082372097
negative	1223501272508256262
positive	1180654910347599873
neutral	1188450887880138752
positive	1221932763676397569
neutral	1228534909351997440
neutral	1227651240177422336
positive	1209465106364555264
neutral	1229577313374949376
negative	1221610157328617472
neutral	1223947937014743040
neutral	1232304633529470976
negative	1229851150209474561
neutral	1162317614238097408
neutral	1129067201581977601
negative	1223610354304872448
negative	1228989660690616321
negative	1221925530364149760
negative	1224059346893594627
negative	1224494025001984005
neutral	1223742085259354112
neutral	1163735717245272064
neutral	1207477785868095491
negative	1228736573178552321
neutral	1225719959193608193
negative	1228029028898086913
negative	1228078326322954240
negative	1125901970529837057
neutral	1157607331103944704
neutral	1126591144924712960
negative	1223606642622767116
neutral	1131531237645062146
positive	1221612882548277248
positive	1131938299462017024
negative	1221920407369986048
negative	1221945432756015104
positive	1222580030242295813
neutral	1222241683938725888
neutral	1225313226528681984
positive	1221614364534460417
neutral	1178413108907401217
neutral	1224164732455870464
neutral	1232546737195307008
negative	1223310035733880833
negative	1231656589305749505
positive	1221766069724962816
negative	1221609917632536579
positive	1222939713687810048
negative	1228338220934430720
neutral	1090722251387912212
neutral	1124819932812853249
positive	1221084774166671360
negative	1110772024476135424
positive	1231769086268334081
negative	1162794317309759488
positive	1134909183424442369
positive	1229457434445479936
neutral	1226173847579303937
negative	1227355635366420480
neutral	1101289976896126976
negative	1221615021551169536
negative	1222712798171541505
neutral	1222014451169267712
neutral	1101697228127854593
negative	1222231371759964161
neutral	1229611229007745025
neutral	1094646279488061441
neutral	1229421520692432898
positive	1173280316787757057
positive	1221607683364728833
neutral	1131466038430838784
negative	1232559942827040769
negative	1226748272766619651
neutral	1155864320812580864
neutral	1224066380552495104
neutral	1119398916083073024
negative	1223513180292493312
neutral	1224093479699197955
neutral	1159476225062182912
positive	1187201572197023744
neutral	1154316987880726528
negative	1221889915841130497
positive	1224094799390625793
neutral	1211805167110311936
negative	1145235245475741696
neutral	1173618604027318272
negative	1229534935507259393
